komentar,clean,sentimen
" @munkhtuvshinmt  agreed. The Conjuring is good but child's play compared to the wailing. and while I am about to watch this, Im pretty confident it's same level as The Wailing.",munkhtuvshinmt agreed the conjuring is good but childs play compared to the wailing and while i am about to watch this im pretty confident its same level as the wailing,1
Thanks for the heads up,thanks for the heads up,1
Believe me. It’s meh. I enjoy thriller and horror and movie is nothing near that. 4.5/10,believe me its meh i enjoy thriller and horror and movie is nothing near that,1
"I watched it today, trust me it's definitely horror. Felt a sense of dread at times watching this.",i watched it today trust me its definitely horror felt a sense of dread at times watching this,1
Yes,yes,1
Sad that he chose this one. So flop.,sad that he chose this one so flop,1
"My apologies for the delay since the previous upload. As some of you know I've been going through a personal problem which has made it extremely difficult for me to focus. I'm trying my best to get back on track and get back to the weekly upload schedule. I hope this longer episode makes up for the gap since the last episode. As always, thank you all for your continued love and support. I love this amazing community we've created together and it means the world to me. Have a great week everyone!",my apologies for the delay since the previous upload as some of you know ive been going through a personal problem which has made it extremely difficult for me to focus im trying my best to get back on track and get back to the weekly upload schedule i hope this longer episode makes up for the tidakp since the last episode as always thank you all for your continued love and support i love this amazing community weve created together and it means the world to me have a great week everyone,1
"For me this movie is about generational trauma of a post colonial society, might be not scary to some people, but for me it hits too close to home and that does haunt me",for me this movie is about generational trauma of a post colonial society might be not scary to some people but for me it hits too close to home and that does haunt me,1
"HE is the black samurai, Yasuke, from AC Shadows. I just cant prove it.",he is the black samurai yasuke from ac shadows i just cant prove it,1
"17:28 Ah hell nah bruh, bro felt kawaii right there",ah hell bruh bro felt kawaii right there,1
The general always reminded me of Super Shredder from TMNT 2,the general always reminded me of super shredder from tmnt,1
"Overrated, not that scary",overrated not that scary,1
"Honestly, I was kind of disappointed when the film's 2nd half turned into an action monster movie with a giant flaming samurai spirit.",honestly i was kind of disappointed when the films nd half turned into an action monster movie with a giant flaming samurai spirit,1
Ifyou take requests in comments please try fatal frame : zero,ifyou take requests in comments please try fatal frame zero,1
@ 0:43 Ayooooo!,ayooooo,1
'' Oniichan '' scared me more than the whole show.,oniichan scared me more than the whole show,1
The first half of the film tickled my love for horror and fascination for local folk practices in this case Korean shaminism. While the 2nd half tickled my interest with history and bad blood between Korea and Japan mixed with each culture's own folklore. It was interesting to know more about Feng Shui used in funeral practices and geomancy too which I hadn't heard much about. This movie isn't on my top 5 but definitely one of my top 10 horror movies of the past decade.,the first half of the film tickled my love for horror and fascination for local folk practices in this case korean shaminism while the nd half tickled my interest with history and bad blood between korea and japan mixed with each cultures own folklore it was interesting to know more about feng shui used in funeral practices and geomancy too which i hadnt heard much about this movie isnt on my top but definitely one of my top horror movies of the past decade,2
In Poland only generational course is alkoholism :D,in poland only generational course is alkoholism d,1
How about them vs. Kayako,how about them vs kayako,1
Why is bong il so handsome,why is bong il so handsome,1
"Hwa-rim explains that broom spirit and Samurai general are Anima, it's something like Tulpa, it's the spirit of something that never lived in the first place, it's summon and manifested by mantra and it needs inanimate object, in case of broom spirit it's obviously broom and for Samurai it was samurai helmet and katana, it was summoned during WW2 by Japanese to destroy their enemies (Koreans).",hwarim explains that broom spirit and samurai general are anima its something like tulpa its the spirit of something that never lived in the first place its summon and manifested by mantra and it needs inanimate object in case of broom spirit its obviously broom and for samurai it was samurai helmet and katana it was summoned during ww by japanese to destroy their enemies koreans,1
the first half scared me and the general huge coffins terrified me,the first half scared me and the general huge coffins terrified me,1
I love Asian horror movies because they are real horror movies; not the childish whitewash bullcrap the West is giving us to spare our sensibilities. SMH,i love asian horror movies because they are real horror movies not the childish whitewash bullcrap the west is giving us to spare our sensibilities smh,1
"Whistling is known in Korea as the act of calling ghosts. Especially at night, someone (or a snake) can come to you, so don't call them.
I understand that Japan is like that, too.
This part is a superstition that is really widespread in the private sector, so it is difficult to find specific data.",whistling is known in korea as the act of calling ghosts especially at night someone or a snake can come to you so dont call themi understand that japan is like that toothis part is a superstition that is really widespread in the private sector so it is difficult to find specific data,1
